model;type;price;km;location;year;link
Audi Q2;1,6 TDi 116 Sport S-tr.;263880;60.000;Silkeborg;2017;https://www.biltorvet.dk/bil/audi/q2/1-6-tdi-116-sport-s-tr/1632213
Audi A6;40 TDi Sport Avant S-tr.;509880;31.000;Silkeborg;2019;https://www.biltorvet.dk/bil/audi/a6/40-tdi-sport-avant-s-tr/1632290
Audi Q5;2,0 TDi 190 Business S-tr.;389800;36.000;Køge;2017;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-190-business-s-tr/1644724
Audi A4;2,0 TDi 150 S-tr.;239900;128.000;Tønder;2016;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-s-tr/1645963
Audi A6;3,0 TDI S Tronic 218HK 7g Aut.;333999;123.000;Kerteminde;2016;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-s-tronic-218hk-7g-aut/1689253
Audi A6;3,0 TDi 204 S-line Multitr.;269900;69.000;Aars;2013;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-204-s-line-multitr/1701206
Audi Q3;2,0 TDi 150 Sport S-tr.;269900;96.000;Randers;2018;https://www.biltorvet.dk/bil/audi/q3/2-0-tdi-150-sport-s-tr/1715167
Audi A8;Lang 4,2 TDI Quattro Tiptr. 350HK 8g Aut.;425000;167.000;Nørresundby;2012;https://www.biltorvet.dk/bil/audi/a8/lang-4-2-tdi-quattro-tiptr--350hk-8g-aut/1730767
Audi A6;2,0 TDi 190 Ultra S-tr.;319900;59.000;Hillerød;2015;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-190-ultra-s-tr/1747322
Audi A3;2,0 TDi 150 Sport S-tr.;269900;62.000;Grindsted;2016;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-150-sport-s-tr/1762272
Audi A4;2,0 TDi 177 S-line;179500;152.000;Silkeborg;2014;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-177-s-line/1772283
Audi A3;1,6 TDi 110 Ambiente S-tr.;184800;102.000;Hvalsø;2015;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-110-ambiente-s-tr/1778867
Audi Q5;3,0 TDi 258 quattro S-tr.;340000;150.000;Gadstrup;2016;https://www.biltorvet.dk/bil/audi/q5/3-0-tdi-258-quattro-s-tr/1773797
Audi A6;2,0 TDi 190 S-line S-tr.;374900;74.000;Hillerød;2017;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-190-s-line-s-tr/1680259
Audi A6;2,0 TDi 190 Ultra Avant S-tr.;342900;105.000;Silkeborg;2018;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-190-ultra-avant-s-tr/1768925
Audi A4;3,0 TDi 218 Sport Avant S-tr.;403980;59.000;Silkeborg;2018;https://www.biltorvet.dk/bil/audi/a4/3-0-tdi-218-sport-avant-s-tr/1632438
Audi A6;2,0 TDi 190 Ultra S-line Avant S-tr.;339800;133.000;Skærbæk;2015;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-190-ultra-s-line-avant-s-tr/1641238
Audi A6;2,0 TDi 177 S-line Avant Multitr.;239800;143.000;Næstved;2015;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-177-s-line-avant-multitr/1677590
Audi Q5;2,0 TDi 190 Sport quattro S-tr.;469800;115.000;Ribe;2018;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-190-sport-quattro-s-tr/1746200
Audi A4;2,0 TDi 150 Sport Avant S-tr.;239900;186.000;Silkeborg;2016;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-sport-avant-s-tr/1759982
Audi A6;2,0 TDi 190 Ultra Avant S-tr.;374800;90.000;Ribe;2017;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-190-ultra-avant-s-tr/1761749
Audi A3;35 TDi S-line Sportback S-tr.;299900;59.000;Kolding;2019;https://www.biltorvet.dk/bil/audi/a3/35-tdi-s-line-sportback-s-tr/1774215
Audi A6;2,0 TDi 190 Ultra S-line Avant S-tr.;399800;148.000;Kjellerup;2017;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-190-ultra-s-line-avant-s-tr/1762356
Audi Q5;2,0 TDi 177 S-line quattro S-tr.;250000;187.000;Kolding;2013;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-177-s-line-quattro-s-tr/1681235
Audi A4;3,0 TDi 218 Sport Avant quattro S-tr;349800;108.000;Sønderborg;2016;https://www.biltorvet.dk/bil/audi/a4/3-0-tdi-218-sport-avant-quattro-s-tr/1751643
Audi A4;2,0 TDi 150 Sport Avant S-tr.;269500;124.000;Viborg;2017;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-sport-avant-s-tr/1770508
Audi A8;Lang 4,2 TDI Quattro Tiptr. 385HK 8g Aut.;719800;45.000;Gredstedbro;2015;https://www.biltorvet.dk/bil/audi/a8/lang-4-2-tdi-quattro-tiptr--385hk-8g-aut/1718465
Audi A4;3,0 TDi 272 Sport Avant quattro Tiptr.;379995;122.000;Kastrup;2016;https://www.biltorvet.dk/bil/audi/a4/3-0-tdi-272-sport-avant-quattro-tiptr/1758432
Audi A6;3,0 biturbo TDI Quattro Tiptr. 320HK 8g Aut.;549900;106.000;Odense;2016;https://www.biltorvet.dk/bil/audi/a6/3-0-biturbo-tdi-quattro-tiptr--320hk-8g-aut/1762963
Audi A6;2,0 TDI Multitr. 170HK Trinl. Gear;119900;235.000;Ribe;2011;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-multitr--170hk-trinl--gear/726985
Audi A1;1,6 TDI Attraction 90HK 3d;139900;64.000;Ribe;2014;https://www.biltorvet.dk/bil/audi/a1/1-6-tdi-attraction-90hk-3d/969078
Audi A6;3,0 TDI Multitr. 204HK Trinl. Gear;299900;135.000;Tørring;2014;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-multitr--204hk-trinl--gear/1095043
Audi A6;2,0 TDI Multitr. 177HK 6g Aut.;229900;166.000;Hedensted;2014;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-multitr--177hk-6g-aut/1226629
Audi A4;2,0 TDI aut. 143HK Stc;184800;151.000;Ribe;2013;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-aut--143hk-stc/1277884
Audi A6;Avant 2,0 TDI 177HK Stc 6g;239800;103.000;Ribe;2014;https://www.biltorvet.dk/bil/audi/a6/avant-2-0-tdi-177hk-stc-6g/1282643
Audi A4;Avant 2,0 TDI 136HK Stc 6g;184800;105.000;Ribe;2013;https://www.biltorvet.dk/bil/audi/a4/avant-2-0-tdi-136hk-stc-6g/1282878
Audi A6;2,0 TDI 140HK 6g;89800;271.000;Ribe;2007;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-140hk-6g/1305765
Audi A6;2,0 TDI 140HK 6g;69800;303.000;Ribe;2006;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-140hk-6g/1330769
Audi A4;2,0 TDi 136 Avant;129800;179.000;Herfølge;2011;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-136-avant/1397049
Audi A4;2,0 TDi 177 Avant;199700;118.000;Gislinge;2013;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-177-avant/1415956
Audi A6;Avant 1,9 TDI 130HK Stc;20000;475.000;Grenaa;2004;https://www.biltorvet.dk/bil/audi/a6/avant-1-9-tdi-130hk-stc/1461134
Audi A6;3,0 TDi quattro Tiptr.;79900;244.000;Aabybro;2005;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-quattro-tiptr/1468064
Audi A6;3,0 TDi Avant quattro Multitr.;59400;316.000;Kruså;2005;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-avant-quattro-multitr/1479107
Audi A4;2,0 TDi 177 Avant quattro;114900;304.000;Odense;2013;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-177-avant-quattro/1501425
Audi A4;2,0 TDI Sport 150HK 6g;239900;76.000;Tjele;2017;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-sport-150hk-6g/1506764
Audi A6;3,0 TDI Multitr. 204HK Trinl. Gear;3995;135.000;Tørring;2014;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-multitr--204hk-trinl--gear/1510354
Audi A6;3,0 TDi 204 Avant Multitr.;199900;187.000;Randers;2012;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-204-avant-multitr/1520331
Audi A6;3,0 TDi 313 Avant quattro Tiptr.;299800;146.000;Randers;2013;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-313-avant-quattro-tiptr/1534619
Audi A4;2,0 TDi 143 Avant;99900;329.000;Struer;2012;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-143-avant/1541065
Audi Q5;2,0 TDI 150HK 5d 6g;254900;95.000;Silkeborg;2014;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-150hk-5d-6g/1543019
Audi A4;Avant 2,0 TDI 136HK Stc 6g;94800;279.968;Aabybro;2011;https://www.biltorvet.dk/bil/audi/a4/avant-2-0-tdi-136hk-stc-6g/1543147
Audi A6;Avant 2,0 TDI 177HK Stc 6g;150000;229.000;Gråsten;2012;https://www.biltorvet.dk/bil/audi/a6/avant-2-0-tdi-177hk-stc-6g/1547379
Audi A4;2,5 V6 TDI 163HK Cabr. Aut.;89000;324.000;Frederikshavn;2003;https://www.biltorvet.dk/bil/audi/a4/2-5-v6-tdi-163hk-cabr--aut/1548717
Audi A6;2,0 TDI 177HK 6g;172500;197.000;Tørring;2014;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-177hk-6g/1567999
Audi A5;3,0 TDi Coupé quattro;154900;220.000;Horsens;2007;https://www.biltorvet.dk/bil/audi/a5/3-0-tdi-coupe-quattro/1574235
Audi A6;Avant 2,0 TDI 170HK Stc 6g;99900;207.000;Randers;2010;https://www.biltorvet.dk/bil/audi/a6/avant-2-0-tdi-170hk-stc-6g/1584060
Audi SQ5;3,0 TDi 313 quattro Tiptr.;429500;134.000;Nørresundby;2015;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1597391
Audi A6;3,0 TDI 204HK 6g;169900;247.000;Tørring;2014;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-204hk-6g/1602682
Audi A6;2,0 TDI Ultra S Tronic 190HK;359800;56.800;Næstved;2017;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-ultra-s-tronic-190hk/1609359
Audi Q5;2,0 TDi 170 quattro;199900;142.000;Stenderup;2012;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-170-quattro/1611060
Audi A5;3,0 TDi 204 Sportback Multitr.;224700;115.000;Vodskov;2013;https://www.biltorvet.dk/bil/audi/a5/3-0-tdi-204-sportback-multitr/1612159
Audi A8;4,2 TDi 326 quattro Tiptr.;159900;302.000;Sulsted;2007;https://www.biltorvet.dk/bil/audi/a8/4-2-tdi-326-quattro-tiptr/1612996
Audi A4;2,0 TDi 136 Avant;154900;157.000;Sulsted;2013;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-136-avant/1613026
Audi A4;2,0 TDI 177HK Stc;117500;222.000;Tørring;2013;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-177hk-stc/1615837
Audi A6;2,0 TDi 177 Multitr.;189900;135.000;Hammel;2013;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-177-multitr/1622553
Audi A6;50 TDi Sport Avant quattro Tiptr.;569800;63.000;Randers;2019;https://www.biltorvet.dk/bil/audi/a6/50-tdi-sport-avant-quattro-tiptr/1624507
Audi A3;2,0 TDi 140 Ambiente Sportback DSG;31900;235.000;Holbæk;2005;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-140-ambiente-sportback-dsg/1626829
Audi A6;3,0 TDi 326 Avant quattro Tiptr.;549900;114.000;Ølstykke;2016;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-326-avant-quattro-tiptr/1632609
Audi A3;1,6 TDi 116 Sportback;229800;32.000;Ballerup;2019;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-116-sportback/1634665
Audi SQ5;3,0 TDi 313 quattro Tiptr.;499800;128.000;Nykøbing F;2015;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1634995
Audi A5;2,0 TDi 177 Sportback Multitr.;209900;98.000;Fredericia;2013;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-177-sportback-multitr/1639114
Audi A5;2,0 TDi 177 Sportback;159900;237.000;Fredericia;2014;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-177-sportback/1639125
Audi SQ5;3,0 TDi 326 Competition quattro Tiptr.;559900;97.000;Sulsted;2016;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-326-competition-quattro-tiptr/1639788
Audi A3;1,6 TDi Attraction Sportback;99900;150.000;Silkeborg;2013;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-attraction-sportback/1640554
Audi A5;2,0 TDi 150 Sportback Multitr.;214900;120.000;Blommenslyst;2013;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-150-sportback-multitr/1640805
Audi A4;2,0 TDI aut. 143HK;112500;219.000;Tørring;2013;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-aut--143hk/1642538
Audi A3;1,9 TDi Attraction Sportback;117080;171.000;Aalborg;2007;https://www.biltorvet.dk/bil/audi/a3/1-9-tdi-attraction-sportback/1644456
Audi A5;2,0 TDi 177 Sportback;189900;128.000;Køge;2012;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-177-sportback/1645681
Audi A4;2,0 TDi 136 Avant;109900;186.000;Silkeborg;2010;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-136-avant/1646930
Audi A1;Sportback 1,6 TDI Ambition 105HK 5d;69880;233.000;Aalborg;2012;https://www.biltorvet.dk/bil/audi/a1/sportback-1-6-tdi-ambition-105hk-5d/1647477
Audi Q2;1,6 TDi 116 Sport;214900;83.000;Kolding;2017;https://www.biltorvet.dk/bil/audi/q2/1-6-tdi-116-sport/1648795
Audi A6;2,0 TDi 140 Avant Multitr.;65000;338.000;Nordborg;2006;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-140-avant-multitr/1664887
Audi SQ5;3,0 TDi 313 quattro Tiptr.;139900;163.000;Silkeborg;2013;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1664930
Audi A3;2,0 TDi 140 Attraction Sportback;84700;192.000;Fredericia;2012;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-140-attraction-sportback/1670066
Audi A3;2,0 TDi 140 Ambiente Sportback;99900;189.000;Løsning;2013;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-140-ambiente-sportback/1670571
Audi SQ5;3,0 TDi 326 quattro Tiptr.;479900;149.000;Lunderskov;2016;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-326-quattro-tiptr/1671068
Audi A5;2,0 TDi 177 Sportback Multitr.;189900;169.000;Nørresundby;2013;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-177-sportback-multitr/1672682
Audi A6;3,0 TDi Avant quattro Tiptr.;99500;292.000;Sindal;2009;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-avant-quattro-tiptr/1673749
Audi Q7;3,0 TDI aut. 239HK 5d;239800;225.000;Skærbæk;2011;https://www.biltorvet.dk/bil/audi/q7/3-0-tdi-aut--239hk-5d/1676668
Audi A3;1,6 TDI Sport 110HK 6g;185000;66.000;Tørring;2017;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-sport-110hk-6g/1676999
Audi A6;2,0 TDi 177 Multitr.;222995;110.000;Kastrup;2012;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-177-multitr/1677173
Audi Q2;1,6 TDI Sport 116HK 5d 6g;269900;45.000;Ballerup;2017;https://www.biltorvet.dk/bil/audi/q2/1-6-tdi-sport-116hk-5d-6g/1677276
Audi A3;1,6 TDi 110 Ultra Attraction;169500;113.000;Lunderskov;2016;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-110-ultra-attraction/1680557
Audi Q7;3,0 TDi 240 quattro Tiptr.;269900;242.000;Randers;2010;https://www.biltorvet.dk/bil/audi/q7/3-0-tdi-240-quattro-tiptr/1681353
Audi A4;2,0 TDi 143 Avant Multitr.;99500;257.000;Aabenraa;2011;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-143-avant-multitr/1681585
Audi A1;1,6 TDi 116 Sport Sportback;169800;82.000;Ballerup;2017;https://www.biltorvet.dk/bil/audi/a1/1-6-tdi-116-sport-sportback/1681711
Audi A6;2,0 TDi 177 Multitr.;169900;222.000;Nørresundby;2012;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-177-multitr/1681848
Audi A6;2,7 TDi Avant Tiptr.;59400;324.000;Kruså;2007;https://www.biltorvet.dk/bil/audi/a6/2-7-tdi-avant-tiptr/1681998
Audi A5;2,0 TDi 177 Sportback Multitr.;169900;206.000;Haderslev;2013;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-177-sportback-multitr/1683444
Audi SQ7;4,0 TDi quattro Tiptr.;1275000;59.000;Odense;2018;https://www.biltorvet.dk/bil/audi/sq7/4-0-tdi-quattro-tiptr/1685226
Audi A1;Sportback 1,6 TDI Attraction 90HK 5d;99900;166.000;Herning;2014;https://www.biltorvet.dk/bil/audi/a1/sportback-1-6-tdi-attraction-90hk-5d/1689616
Audi A3;1,9 TDi Attraction Sportback;45000;284.000;Nykøbing F;2006;https://www.biltorvet.dk/bil/audi/a3/1-9-tdi-attraction-sportback/1690809
Audi A6;3,0 TDi 204 Multitr.;244900;499.000;Middelfart;2014;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-204-multitr/1696876
Audi A6;3,0 TDi 204 Multitr.;134700;298.000;Vodskov;2011;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-204-multitr/1696915
Audi A4;2,0 TDi 150 Sport Avant;234800;137.000;Holstebro;2017;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-sport-avant/1697244
Audi A4;2,0 TDi 150 Avant;209800;140.000;Holstebro;2017;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-avant/1697245
Audi A3;2,0 TDi 140 Attraction Sportback;99800;182.000;Slagelse;2013;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-140-attraction-sportback/1697797
Audi A6;3,0 TDi Avant quattro Multitr.;59900;608.000;Åbyhøj;2005;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-avant-quattro-multitr/1698240
Audi A3;1,6 TDI 105HK 3d;27000;366.000;Brøndby;2010;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-105hk-3d/1701135
Audi A3;2,0 TDi 150 Ambiente Sportback;189900;77.000;Fredericia;2016;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-150-ambiente-sportback/1701880
Audi A3;1,6 TDi Ambiente Sportback;99900;154.000;Jægerspris;2013;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-ambiente-sportback/1704833
Audi Q3;2,0 TDi 150 Sport;199900;171.000;Silkeborg;2016;https://www.biltorvet.dk/bil/audi/q3/2-0-tdi-150-sport/1705126
Audi A5;3,0 TDi 204 Sportback Multitr.;199900;172.000;Thyholm;2012;https://www.biltorvet.dk/bil/audi/a5/3-0-tdi-204-sportback-multitr/1705492
Audi A4;Avant 1,9 TDI 115HK Stc;27999;370.000;Augustenborg;2007;https://www.biltorvet.dk/bil/audi/a4/avant-1-9-tdi-115hk-stc/1708789
Audi SQ5;3,0 TDi 326 Competition quattro Tiptr.;499995;182.000;Kastrup;2016;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-326-competition-quattro-tiptr/1708923
Audi A4;2,0 TDi 120 Avant;69400;294.000;Kruså;2009;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-120-avant/1709058
Audi A4;2,0 TDi 143 Avant;64400;358.000;Kruså;2009;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-143-avant/1711705
Audi Q7;3,0 TDi 272 quattro Tiptr.;669900;92.000;Aabenraa;2016;https://www.biltorvet.dk/bil/audi/q7/3-0-tdi-272-quattro-tiptr/1712556
Audi A4;Avant 2,0 TDI 140HK Stc 6g;49900;315.000;Holsted;2008;https://www.biltorvet.dk/bil/audi/a4/avant-2-0-tdi-140hk-stc-6g/1713061
Audi A7;3,0 TDi 313 Sportback quattro Tiptr.;287500;58.000;Albertslund;2014;https://www.biltorvet.dk/bil/audi/a7/3-0-tdi-313-sportback-quattro-tiptr/1713436
Audi SQ7;4,0 TDi quattro Tiptr. 7prs;1279800;52.000;Sønderborg;2018;https://www.biltorvet.dk/bil/audi/sq7/4-0-tdi-quattro-tiptr--7prs/1715378
Audi A3;2,0 TDi 140 Sportback;69900;213.000;Nykøbing F;2008;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-140-sportback/1716614
Audi Q7;4,2 TDi quattro Tiptr.;219900;199.000;Silkeborg;2008;https://www.biltorvet.dk/bil/audi/q7/4-2-tdi-quattro-tiptr/1718371
Audi A4;2,0 TDi 150 Avant Multitr.;159500;185.000;Lunderskov;2013;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-avant-multitr/1719628
Audi A3;1,6 TDi Ambiente Sportback;79800;172.000;Odense;2010;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-ambiente-sportback/1719812
Audi A3;2,0 TDi 150 Ambition Sportback;169900;82.000;Silkeborg;2015;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-150-ambition-sportback/1720388
Audi SQ5;3,0 TDi 313 quattro Tiptr.;419400;131.000;Sønderborg;2014;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1721093
Audi A5;2,0 TDi 177 Sportback;199199;177.000;Bramming;2014;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-177-sportback/1721590
Audi A1;Sportback 1,6 TDI Ambition 90HK 5d;107000;155.000;Aalborg;2013;https://www.biltorvet.dk/bil/audi/a1/sportback-1-6-tdi-ambition-90hk-5d/1721792
Audi A4;2,0 TDi 143 Multitr.;79400;249.000;Kruså;2009;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-143-multitr/1724717
Audi SQ5;3,0 TDi 313 quattro Tiptr.;479800;136.000;Sønderborg;2015;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1725028
Audi A7;3,0 TDi 326 Sportback quattro Tiptr.;649800;80.000;Sønderborg;2016;https://www.biltorvet.dk/bil/audi/a7/3-0-tdi-326-sportback-quattro-tiptr/1725052
Audi A3;1,9 TDi Attraction Sportback;49700;176.000;Vodskov;2007;https://www.biltorvet.dk/bil/audi/a3/1-9-tdi-attraction-sportback/1725409
Audi A3;2,0 TDi 184 Ambiente Sportback;159900;180.000;Blommenslyst;2015;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-184-ambiente-sportback/1725430
Audi A1;1,6 TDi 90 Ambition Sportback;109900;99.000;Haderslev;2014;https://www.biltorvet.dk/bil/audi/a1/1-6-tdi-90-ambition-sportback/1727060
Audi A3;1,6 TDi 110 Ambiente Sportback;174900;93.000;Kolding;2016;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-110-ambiente-sportback/1727064
Audi Q5;2,0 TDI 150HK 5d 6g;395000;58.000;Tørring;2018;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-150hk-5d-6g/1727999
Audi A3;1,6 TDi 110 Sport Sportback;179900;108.000;Taastrup;2017;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-110-sport-sportback/1729450
Audi A4;2,0 TDi 136 Avant;84700;259.000;Vodskov;2011;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-136-avant/1734054
Audi A6;2,0 TDi 177 Avant Multitr.;177900;315.000;Herning;2012;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-177-avant-multitr/1734667
Audi A3;2,0 TDi 140 Ambiente Sportback;28600;408.000;Herfølge;2004;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-140-ambiente-sportback/1735381
Audi SQ5;3,0 TDi 313 quattro Tiptr.;314900;199.000;Næstved;2014;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1736389
Audi A5;3,0 TDi Coupé quattro;164900;156.000;Silkeborg;2008;https://www.biltorvet.dk/bil/audi/a5/3-0-tdi-coupe-quattro/1737113
Audi A6;2,0 TDI Multitr. 177HK 6g Aut.;182500;210.000;Tørring;2013;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-multitr--177hk-6g-aut/1737367
Audi SQ5;3,0 TDi 313 quattro Tiptr.;169900;146.000;Køge;2014;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1741065
Audi SQ5;3,0 TDi 326 quattro Tiptr.;579900;105.000;Middelfart;2016;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-326-quattro-tiptr/1743305
Audi A5;Sportback 2,0 TDI 150HK 5d 6g;179900;136.000;Hedensted;2014;https://www.biltorvet.dk/bil/audi/a5/sportback-2-0-tdi-150hk-5d-6g/1743347
Audi A5;Sportback 2,0 TDI 170HK 5d 6g;139900;208.000;Hedensted;2011;https://www.biltorvet.dk/bil/audi/a5/sportback-2-0-tdi-170hk-5d-6g/1743411
Audi A6;3,0 TDi 204 Avant Multitr.;244900;155.000;Middelfart;2013;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-204-avant-multitr/1743751
Audi A4;2,0 TDi 143 Avant;109900;184.000;Middelfart;2010;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-143-avant/1745089
Audi A3;1,6 TDi Attraction Sportback;43000;240.000;Silkeborg;2009;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-attraction-sportback/1745516
Audi A3;1,9 TDi Ambiente Sportback;59900;279.000;Hjørring;2009;https://www.biltorvet.dk/bil/audi/a3/1-9-tdi-ambiente-sportback/1746181
Audi A4;2,0 TDi 140 Avant;44900;231.000;Nykøbing M;2005;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-140-avant/1746204
Audi Q2;1,6 TDi 116 Sport;214880;101.000;Silkeborg;2018;https://www.biltorvet.dk/bil/audi/q2/1-6-tdi-116-sport/1746258
Audi A8;4,2 TDi 326 quattro Tiptr.;129900;384.000;Taastrup;2005;https://www.biltorvet.dk/bil/audi/a8/4-2-tdi-326-quattro-tiptr/1746306
Audi A3;2,0 TDi 140 Ambition Sportback;69700;199.000;Vodskov;2013;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-140-ambition-sportback/1746396
Audi A3;2,0 TDi 140 Ambition Sportback;79700;191.000;Vodskov;2011;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-140-ambition-sportback/1746404
Audi SQ7;4,0 TDi quattro Tiptr. 7prs;1299900;53.000;Varde;2018;https://www.biltorvet.dk/bil/audi/sq7/4-0-tdi-quattro-tiptr--7prs/1748034
Audi A4;2,7 TDi 190 Multitr.;99900;193.000;Odder;2008;https://www.biltorvet.dk/bil/audi/a4/2-7-tdi-190-multitr/1748764
Audi A3;1,6 TDi 110 Sport Sportback;189880;95.000;Silkeborg;2017;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-110-sport-sportback/1748978
Audi A4;2,0 TDi 136 Avant;89900;267.000;Greve;2011;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-136-avant/1749439
Audi A4;2,0 TDI S Line 143HK 6g;96900;253.000;Vodskov;2008;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-s-line-143hk-6g/1750733
Audi A4;2,0 TDi 136 Avant;131700;131.000;Vodskov;2013;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-136-avant/1750904
